literal	pos	family	voice	note	source	confidence
與其說	u			no-source	fallback	low
萬元以上	u			no-source	fallback	low
迷迷糊糊	u			no-source	fallback	low
連夜	u			no-source	fallback	low
那可	u			no-source	fallback	low
題爲	u			no-source	fallback	low
驚現	u			no-source	fallback	low
不同類型	u			no-source	fallback	low
也從	u			no-source	fallback	low
亮亮	u			no-source	fallback	low
全黨	u			no-source	fallback	low
功利	u			no-source	fallback	low
叫好	u			no-source	fallback	low
大河	u			no-source	fallback	low
專項資金	u			no-source	fallback	low
幾年來	u			no-source	fallback	low
投資收益	u			no-source	fallback	low
持有人	u			no-source	fallback	low
提價	u			no-source	fallback	low
敲定	u			no-source	fallback	low
最棒	u			no-source	fallback	low
空頭	u			no-source	fallback	low
算計	u			no-source	fallback	low
豐臺	u			no-source	fallback	low
賦值	u			no-source	fallback	low
趕不上	u			no-source	fallback	low
鈴木	u			no-source	fallback	low
鎮上	u			no-source	fallback	low
借給	u			no-source	fallback	low
充分認識	u			no-source	fallback	low
取捨	u			no-source	fallback	low
報業	u			no-source	fallback	low
外觀設計	u			no-source	fallback	low
就讓我	u			no-source	fallback	low
投資公司	n			len4-noun-heuristic	heuristic	medium
母公司	u			no-source	fallback	low
法學院	u			no-source	fallback	low
遠程教育	u			no-source	fallback	low
非常不錯	u			no-source	fallback	low
領到	u			no-source	fallback	low
下棋	u			no-source	fallback	low
優劣	u			no-source	fallback	low
喫飽了	u			no-source	fallback	low
固件	u			no-source	fallback	low
增資	u			no-source	fallback	low
外設	u			no-source	fallback	low
好自爲之	u			no-source	fallback	low
宋祖德	u			no-source	fallback	low
小包	u			no-source	fallback	low
建築工程	n			len4-noun-heuristic	heuristic	medium
後宮	u			no-source	fallback	low
打不	u			no-source	fallback	low
掘金	u			no-source	fallback	low
書評	u			no-source	fallback	low
有啊	u			no-source	fallback	low
服務費	n			cow-single	cow	medium
本年度	u			no-source	fallback	low
榜單	u			no-source	fallback	low
特殊情況	n			len4-noun-heuristic	heuristic	medium
生薑	u			no-source	fallback	low
用用	u			no-source	fallback	low
研發中心	n			len4-noun-heuristic	heuristic	medium
診療	u			no-source	fallback	low
試點工作	u			no-source	fallback	low
趕赴	u			no-source	fallback	low
一代人	u			no-source	fallback	low
主旋律	u			no-source	fallback	low
低壓	u			no-source	fallback	low
值得關注	u			no-source	fallback	low
參加活動	u			no-source	fallback	low
回族	u			no-source	fallback	low
定在	u			no-source	fallback	low
家有	u			no-source	fallback	low
幫您	u			no-source	fallback	low
文章內容	u			no-source	fallback	low
新聞聯播	u			no-source	fallback	low
水泵	u			no-source	fallback	low
流媒體	u			no-source	fallback	low
清查	u			no-source	fallback	low
示意圖	n			cow-single	cow	medium
而你	u			no-source	fallback	low
蒼天	u			no-source	fallback	low
見鬼	u			no-source	fallback	low
話語權	u			no-source	fallback	low
金價	u			no-source	fallback	low
點吧	u			no-source	fallback	low
中歐	u			no-source	fallback	low
也無	u			no-source	fallback	low
企業內部	u			no-source	fallback	low
准入	u			no-source	fallback	low
好辦	u			no-source	fallback	low
小寶寶	u			no-source	fallback	low
峽	u			no-source	fallback	low
工單	u			no-source	fallback	low
很熟	u			no-source	fallback	low
得上	u			no-source	fallback	low
德育	u			no-source	fallback	low
掉進	u			no-source	fallback	low
曬太陽	u			no-source	fallback	low
有此	u			no-source	fallback	low
梧桐	u			no-source	fallback	low
爲基礎的	u			no-source	fallback	low
爲榮	u			no-source	fallback	low
研究室	u			no-source	fallback	low
箱體	u			no-source	fallback	low
簽收	u			no-source	fallback	low
走上了	u			no-source	fallback	low
馬丁	u			no-source	fallback	low
不漲	u			no-source	fallback	low
二元	u			no-source	fallback	low
保時捷	u			no-source	fallback	low
商行	n			cow-single	cow	medium
啊哈	u			no-source	fallback	low
套利	n,v			cow-multi	cow	medium
寢	u			no-source	fallback	low
收費站	u			no-source	fallback	low
斯大林	u			no-source	fallback	low
研究機構	n			len4-noun-heuristic	heuristic	medium
神龍	u			no-source	fallback	low
經濟運行	u			no-source	fallback	low
舟山	u			no-source	fallback	low
若不	u			no-source	fallback	low
西城	u			no-source	fallback	low
騎自行車	u			no-source	fallback	low
京東	u			no-source	fallback	low
僑	u			no-source	fallback	low
先天性	u			no-source	fallback	low
園地	u			no-source	fallback	low
在社會上	u			no-source	fallback	low
基本要求	u			no-source	fallback	low
外線	u			no-source	fallback	low
想方設法	u			no-source	fallback	low
想死	u			no-source	fallback	low
摘掉	v			verb-suffix	heuristic	medium
服務機構	n			len4-noun-heuristic	heuristic	medium
無畏	u			no-source	fallback	low
爲空	u			no-source	fallback	low
秀才	u			no-source	fallback	low
端午	u			no-source	fallback	low
第七章	u			no-source	fallback	low
缺錢	u			no-source	fallback	low
茅臺	u			no-source	fallback	low
買衣服	u			no-source	fallback	low
連戰	u			no-source	fallback	low
週期性	u			no-source	fallback	low
電價	u			no-source	fallback	low
餘名	u			no-source	fallback	low
也多	u			no-source	fallback	low
剛性	u			no-source	fallback	low
北航	u			no-source	fallback	low
區域性	u			no-source	fallback	low
呼嘯	v			cow-single	cow	medium
垃圾桶	n			cow-single	cow	medium
塵世	u			no-source	fallback	low
密切關注	u			no-source	fallback	low
就餐	u			no-source	fallback	low
工作效率	u			no-source	fallback	low
忙活	u			no-source	fallback	low
技術開發	u			no-source	fallback	low
招待所	n			cow-single	cow	medium
日本政府	n			len4-noun-heuristic	heuristic	medium
梅雨	u			no-source	fallback	low
比她	u			no-source	fallback	low
海事	u			no-source	fallback	low
率達	u			no-source	fallback	low
穿衣	u			no-source	fallback	low
第六屆	u			no-source	fallback	low
規模化	u			no-source	fallback	low
設計方案	u			no-source	fallback	low
說啥	u			no-source	fallback	low
速騰	u			no-source	fallback	low
關鍵技術	n			len4-noun-heuristic	heuristic	medium
音樂人	u			no-source	fallback	low
中山大學	n			len4-noun-heuristic	heuristic	medium
主義者	u			no-source	fallback	low
出納	u			no-source	fallback	low
協議書	u			no-source	fallback	low
只可惜	u			no-source	fallback	low
小溪	u			no-source	fallback	low
小道	u			no-source	fallback	low
您就	u			no-source	fallback	low
想給	u			no-source	fallback	low
我一眼	u			no-source	fallback	low
所寫	u			no-source	fallback	low
改掉	v			verb-suffix	heuristic	medium
是一座	u			no-source	fallback	low
最牛	u			no-source	fallback	low
東湖	u			no-source	fallback	low
溫總理	u			no-source	fallback	low
灌輸	u			no-source	fallback	low
盜號	u			no-source	fallback	low
精良	u			no-source	fallback	low
精裝	u			no-source	fallback	low
總收入	u			no-source	fallback	low
羅湖	u			no-source	fallback	low
肝腎	u			no-source	fallback	low
言辭	u			no-source	fallback	low
該局	u			no-source	fallback	low
陽痿	u			no-source	fallback	low
驛站	u			no-source	fallback	low
三年前	u			no-source	fallback	low
不會忘記	u			no-source	fallback	low
交費	u			no-source	fallback	low
代工	u			no-source	fallback	low
你說我	u			no-source	fallback	low
制度改革	u			no-source	fallback	low
喬治	u			no-source	fallback	low
得不	u			no-source	fallback	low
承德	u			no-source	fallback	low
搞的	u			no-source	fallback	low
教教	u			no-source	fallback	low
權衡	v			cow-single	cow	medium
王府井	u			no-source	fallback	low
節日快樂	u			no-source	fallback	low
紐帶	n			cow-single	cow	medium
耦合	u			no-source	fallback	low
視頻播放	u			no-source	fallback	low
該說	u			no-source	fallback	low
諮詢機構	n			len4-noun-heuristic	heuristic	medium
這股	u			no-source	fallback	low
進行調整	u			no-source	fallback	low
達賴	u			no-source	fallback	low
那般	u			no-source	fallback	low
重量級	u			no-source	fallback	low
長長	u			no-source	fallback	low
鬧得	u			no-source	fallback	low
不快樂	u			no-source	fallback	low
你愛	u			no-source	fallback	low
可以享受	u			no-source	fallback	low
啓程	v			cow-single	cow	medium
廣角	u			no-source	fallback	low
微量元素	n			len4-noun-heuristic	heuristic	medium
教育教學	u			no-source	fallback	low
校對	u			no-source	fallback	low
給人以	u			no-source	fallback	low
絲毫沒有	u			no-source	fallback	low
行權	u			no-source	fallback	low
詳細資料	n			len4-noun-heuristic	heuristic	medium
踊	u			no-source	fallback	low
車友	u			no-source	fallback	low
輸液	u			no-source	fallback	low
還小	u			no-source	fallback	low
陣列	n			cow-single	cow	medium
陳先生	u			no-source	fallback	low
韌性	u			no-source	fallback	low
頂峯	n			cow-single	cow	medium
一個點	u			no-source	fallback	low
一圈	u			no-source	fallback	low
一托	u			no-source	fallback	low
一條友	u			no-source	fallback	low
一百八十度	u			no-source	fallback	low
一節	u			no-source	fallback	low
一語	u			no-source	fallback	low
一頓	u			no-source	fallback	low
一體	u			no-source	fallback	low
三份	u			no-source	fallback	low
三大	u			no-source	fallback	low
三短	u			no-source	fallback	low
三秒	u			no-source	fallback	low
上映	v			cow-single	cow	medium
下挫	u			no-source	fallback	low
下等	n			cow-single	cow	medium
下風	n			cow-single	cow	medium
不多	u			no-source	fallback	low
不帶	u			no-source	fallback	low
不想	u			no-source	fallback	low
不棄	u			no-source	fallback	low
不樂	u			no-source	fallback	low
不肯	u			no-source	fallback	low
中三	u			no-source	fallback	low
中山市	u			no-source	fallback	low
乖巧	u			no-source	fallback	low
乜料	u			no-source	fallback	low
亂倫	u			no-source	fallback	low
五日	u			no-source	fallback	low
亞祖	u			no-source	fallback	low
交接	u			no-source	fallback	low
交配	u			no-source	fallback	low
享用	u			no-source	fallback	low
人之常情	n			len4-noun-heuristic	heuristic	medium
人品	u			no-source	fallback	low
人嚟架	u			no-source	fallback	low
人理	u			no-source	fallback	low
人馬	u			no-source	fallback	low
仔問	u			no-source	fallback	low
以防	u			no-source	fallback	low
仲對	u			no-source	fallback	low
任人	u			no-source	fallback	low
休	u			no-source	fallback	low
但過	u			no-source	fallback	low
但響	u			no-source	fallback	low
住客	u			no-source	fallback	low
余生講	u			no-source	fallback	low
作風	n			cow-single	cow	medium
你仲想	u			no-source	fallback	low
你度	u			no-source	fallback	low
你換	u			no-source	fallback	low
你會知	u			no-source	fallback	low
你贏	u			no-source	fallback	low
你鐘	u			no-source	fallback	low
使錢	u			no-source	fallback	low
來來	u			no-source	fallback	low
來往	u			no-source	fallback	low
來臨	v			cow-single	cow	medium
依家點	u			no-source	fallback	low
依招	u			no-source	fallback	low
侵	u			no-source	fallback	low
便服	n			cow-single	cow	medium
俘虜	n			cow-single	cow	medium
保重	u			no-source	fallback	low
信紙	u			no-source	fallback	low
修練	u			no-source	fallback	low
修羅	u			no-source	fallback	low
倚	u			no-source	fallback	low
做架	u			no-source	fallback	low
傳過	u			no-source	fallback	low
傷痛	n,v			cow-multi	cow	medium
傻更更	u			no-source	fallback	low
傾完	v			verb-suffix	heuristic	medium
儘快	u			no-source	fallback	low
儲錢	u			no-source	fallback	low
充沛	u			no-source	fallback	low
先鋒	n			cow-single	cow	medium
光纖	u			no-source	fallback	low
克服	v			cow-single	cow	medium
免去	u			no-source	fallback	low
免費提供	u			no-source	fallback	low
兜個	u			no-source	fallback	low
入得	u			no-source	fallback	low
內情	u			no-source	fallback	low
兩個頭	u			no-source	fallback	low
兩公婆	u			no-source	fallback	low
兩條友	u			no-source	fallback	low
兩腿	u			no-source	fallback	low
公文	n			cow-single	cow	medium
兮	u			no-source	fallback	low
共產黨	u			no-source	fallback	low
典禮	n			cow-single	cow	medium
再打	u			no-source	fallback	low
冷靜下	u			no-source	fallback	low
凍冰冰	u			no-source	fallback	low
凡事	u			no-source	fallback	low
出氣	u			no-source	fallback	low
分攤	n,v			cow-multi	cow	medium
分泌	n			cow-single	cow	medium
列	n			cow-single	cow	medium
別墅	n			cow-single	cow	medium
別把	u			no-source	fallback	low
到條	u			no-source	fallback	low
勒	u			no-source	fallback	low
勝	u			no-source	fallback	low
化妝品	n			cow-single	cow	medium
匣	u			no-source	fallback	low
十二室	u			no-source	fallback	low
十指	u			no-source	fallback	low
十歲	u			no-source	fallback	low
升到	u			no-source	fallback	low
半疑	u			no-source	fallback	low
半龍人	u			no-source	fallback	low
印住	v			verb-suffix	heuristic	medium
印度	u			no-source	fallback	low
卵	n			cow-single	cow	medium
叛軍	u			no-source	fallback	low
口快快	u			no-source	fallback	low
口爆	u			no-source	fallback	low
古龍	u			no-source	fallback	low
叩	u			no-source	fallback	low
只求	u			no-source	fallback	low
可沒	u			no-source	fallback	low
可謂	u			no-source	fallback	low
右轉	u			no-source	fallback	low
吊頸	u			no-source	fallback	low
同到	u			no-source	fallback	low
同劫	u			no-source	fallback	low
同燒	u			no-source	fallback	low
同香港	u			no-source	fallback	low
含意	n			cow-single	cow	medium
含着	u			no-source	fallback	low
呼呼	u			no-source	fallback	low
呼氣	v			cow-single	cow	medium
命名	v			cow-single	cow	medium
咖喇	u			no-source	fallback	low
咗啫	u			no-source	fallback	low
咗嚿	u			no-source	fallback	low
咗房	u			no-source	fallback	low
咗會	u			no-source	fallback	low
咗機	u			no-source	fallback	low
咗添	u			no-source	fallback	low
咗無耐	u			no-source	fallback	low
咗近	u			no-source	fallback	low
咗酒	u			no-source	fallback	low
咚咚	u			no-source	fallback	low
唔知醜	u			no-source	fallback	low
唱片	n			cow-single	cow	medium
啊燁	u			no-source	fallback	low
問一	u			no-source	fallback	low
問問	u			no-source	fallback	low
問多	u			no-source	fallback	low
問好	u			no-source	fallback	low
問起	u			no-source	fallback	low
喃	u			no-source	fallback	low
喊到	u			no-source	fallback	low
喊過	u			no-source	fallback	low
喪	u			no-source	fallback	low
嗅覺	n			cow-single	cow	medium
嘅心	u			no-source	fallback	low
嘅歌	u			no-source	fallback	low
嘅水	u			no-source	fallback	low
嘜	u			no-source	fallback	low
嘢想講	u			no-source	fallback	low
噤	u			no-source	fallback	low
嚇咗一嚇	u			no-source	fallback	low
嚟好	u			no-source	fallback	low
嚟要	u			no-source	fallback	low
嚴厲	u			no-source	fallback	low
四位	u			no-source	fallback	low
固然	u			no-source	fallback	low
