literal	scope	current_family	proposed_family	source	evidence	confidence	verdict	review_note
聞一知十	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聞名不如見面	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聞名遐邇	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
聞所未聞	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
聞過則喜	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聞雞起舞	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聞風喪膽	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聞風而動	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
聰明一世	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
聰明伶俐	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聰明反被聰明誤	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聰明才智	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聲勢浩大	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聲名狼藉	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
聲名遠播	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
聲嘶力竭	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聲情並茂	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
聲東擊西	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聲淚俱下	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聲色犬馬	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聲音笑貌	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聳人聽聞	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聳入雲霄	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聽之任之	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聽其自然	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聽天由命	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聽而不聞	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聽見風就是雨	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聽風是雨	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
肅殺之氣	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
肅然起敬	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
肆意妄為	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
肆無忌憚	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
肉中刺	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
肉眼凡胎	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
肌膚之親	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
肘腋之患	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
肝腦塗地	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
肝腸寸斷	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
肝膽俱裂	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
肝膽相照	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
肥頭大耳	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
肩摩踵接	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
肩摩轂擊	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
肺腑之言	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
背井離鄉	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
背信棄義	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
背城借一	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
背水一戰	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
背道而馳	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胎死腹中	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
胡作非為	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
胡天胡帝	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胡思亂想	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胡攪蠻纏	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胡編亂造	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
胡裏胡塗	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
胡言亂語	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
胡説八道	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
胡謅亂扯	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胡謅亂説	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胡里胡塗	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胯下之辱	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
胸中無數	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
胸懷大志	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
胸有丘壑	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胸有城府	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胸有成略	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胸有成竹	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胸有成算	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胸無城府	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
胸無大志	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
胸無宿物	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
胸無點墨	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
能上能下	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
能伸能屈	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
能屈能伸	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
能工巧匠	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
能掐會算	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
能文能武	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
能歌善舞	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
能者多勞	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
能者為師	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
能言善辯	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
能言快語	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
能説會道	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
脅肩諂笑	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
脱口而出	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
脱穎而出	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
脱繮之馬	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
脱胎換骨	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
脱貧致富	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
腥風血雨	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
腦滿腸肥	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
腰纏萬貫	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
腰金衣紫	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
腳不沾地	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
腳痛醫腳	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
腳踏實地	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
腸肥腦滿	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
腹背受敵	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
膘肥體壯	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
膚皮潦草	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
膠柱鼓瑟	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
膽大包天	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
膽大妄為	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
膽大心細	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
膽小如鼠	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
膽戰心寒	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
膽戰心驚	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
膽破心驚	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
膽顫心驚	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
膾炙人口	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
臉紅筋漲	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
臉紅耳赤	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
臨危不亂	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
臨危不懼	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
