literal	pos	family	voice	source	evidence	confidence	verdict	review_note
頭昏腦悶	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頭昏腦眩	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頭破血流	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
額手稱慶	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
顛三倒四	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
顛倒是非	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
顛撲不破	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
顛沛流離	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
顧名思義	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
顧小失大	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
顧左右而言他	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
顧影自憐	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
顧盼自雄	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
顯而易見	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風吹雨打	v	chengyu	passive	china-idiom+agent	fixed-patient-definition	high	accept	conservative syntax review
風和日暄	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風木之悲	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風流雲散	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風燭殘年	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風聲鶴唳	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風華正茂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風調雨順	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風起雲湧	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風雨不改	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風雨同舟	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風雨晦冥	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風雨漂搖	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風雨飄搖	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風雲人物	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
風馬牛	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風馬牛不相及	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風馳電掣	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
風鬟雨鬢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飛揚跋扈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飛沙走石	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飛短流長	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飛觥走斝	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飛鷹走馬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飛黃騰達	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
食不二味	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
食不充飢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
食不暇飽	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
食不果腹	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
食不求甘	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
食不甘味	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
食前方丈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
食古不化	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
食而不化	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
食肉寢皮	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
食親財黑	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
食言而肥	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飢不擇食	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飢寒交迫	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飢腸轆轆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飢餐渴飲	v	chengyu		china-idiom+agent	agent-reviewed-override	high	accept	conservative syntax review
飯來開口	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飯糗茹草	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飯蔬飲水	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飲恨吞聲	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飲恨而終	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飲水思源	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飲醇自醉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飲馬投錢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飲鴆止渴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飽以老拳	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飽暖思淫慾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飽經世故	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飽經憂患	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飽經風霜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
飽食終日	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
養兵千日用在一朝	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
養生送死	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
養癰成患	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
養癰貽患	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
養精蓄鋭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
養虎傷身	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
養虎為患	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
養虎遺患	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
餐風飲露	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
餓死事小失節事大	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
餓莩遍野	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
餘響繞梁	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
饒舌調唇	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
饔飧不繼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
饕餮之徒	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
饞涎欲滴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
首屈一指	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
首當其衝	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
首鼠兩端	a	chengyu		china-idiom+agent	agent-reviewed-override	high	accept	conservative syntax review
香火不絕	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
香車寶馬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
馬到功成	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
馬到成功	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
馬前卒	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
馬後炮	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
馬翻人仰	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
馬革裹屍	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
馬首是瞻	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
馬齒徒增	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
馳名中外	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
馳名天下	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
駑馬戀棧	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
駑馬戀棧豆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
駕輕就熟	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
駕鶴西遊	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
駟不及舌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
駢拇枝指	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
駱驛不絕	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
騎虎難下	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
騎驢覓驢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
騰蛟起鳳	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驕奢淫佚	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驕奢淫逸	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚喜若狂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚天動地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚天地泣鬼神	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚師動眾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚弓之鳥	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚心動魄	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚恐失色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚恐萬狀	r	chengyu		china-idiom+agent	example-adverbial-de	high	accept	conservative syntax review
驚惶失措	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚惶失色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚慌失色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚濤駭浪	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚群動眾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚風駭浪	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
驚魂未定	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
